source_name,source_link,event_date,event_title,event_description,location_description,location_accuracy,landslide_category,landslide_trigger,landslide_size,landslide_setting,fatality_count,injury_count,latitude,longitude,country_name,admin_division_name,gazetteer_closest_point,submitted_date
gorkhapatra,http://www.gorkhapatra.org.np/detail.php?article_id=4130&cat_id=8,2008-07-27 00:00:00,Pasang Lhamu Highway at Ramche,landslide blocked traffic and patients could not be taken to Kathmandu for treatment,Pasang Lhamu Highway at Ramche,unknown,landslide,rain,medium,unknown,,,27.09,86.37,Nepal,Sagarmatha,Sun  Kosi,2014-04-01 00:00:00
voiceofsikkim.com,http://voiceofsikkim.com/2010/04/18/rains-trigger-major-landslide-at-pani-house/,2010-04-17 15:00:00,"Natl. Highway 31-A at Pani House(?), Gangtok","Much ahead of the Monsoon, Gangtok is already reeling under the ipact of incessant rains and resultant landslides.  The Gangtok traffic came to a stand still when a major landslide hit the road at Pani House this afternoon. The highway was blocked for several hours when a portion of the wall above Pani House came crashing down leaving hundreds of vehicle stranded off in the National Highway 31- A. It took almost an hour for Deorali OP Police and the local people to clear the debris for traffic.  However, no human causalities were reported except for the minor damage of a Mahindra Bolero which was parked below the landslide area. Besides, the rainwater entered into one of the hotels located at Pani House leaving the owner and the staff panic-stricken.","Natl. Highway 31-A at Pani House(?), Gangtok",5km,landslide,downpour,small,unknown,0.0,,27.3341,88.6083,India,Sikkim,Tista,2014-04-01 00:00:00
Chandigarh Metro,https://chandigarhmetro.com/manali-rohtang-highway-blocked-landslide/,2017-04-23 00:00:00,Landslide near Rani Nullah,"Landslide blocks Malai-Rohtang HWY. Article: """"Kullu along with other northern regions of India is experiencing heavy rains and strong winds from past few days. The sudden climate change has caused a lot of damage especially to the ready crops and people’s properties. Also bringing in sudden avalanches and landslides.""""","Manali Sarchu Road, Manali Sub-District, Kullu, Himachal Pradesh, 175103",1km,landslide,snowfall_snowmelt,small,above_road,0.0,0.0,32.361492500000004,77.23398736,India,Himachal Pradesh,Chandra,2017-07-17 17:58:09
myrepublica,http://www.myrepublica.com/portal/index.php?action=news_details&news_id=13289,2009-12-26 00:00:00,Siddhababa in the Butwal-Palpa section of the Siddhartha Highway ,"BUTWAL, Dec 26: Four persons have died near Siddhababa in the Butwal-Palpa section of the Siddhartha Highway Saturday morning after being struck by a rock rolling down from the hills above.",Siddhababa in the Butwal-Palpa section of the Siddhartha Highway ,10km,rock_fall,rain,medium,unknown,4.0,,27.7211,83.4692,Nepal,Lumbini,Butwal,2014-04-01 00:00:00
Nepal News,http://www.nepalnews.com/main/index.php/news-archive/19-general/7470-five-killed-five-missing-in-landslide-in-kaski-shyangja.html,2010-07-11 09:00:00,"Gahate village, Mijuredanda, Kaski district","Five persons have been killed and five others missing in three separate landslides in Kaski and Shyangja Sunday morning.   Most parts of the country have seen incessant rains as monsoon has become fully active from Saturday.   Three siblings were killed when a landslide buried their house in Mijuredanda of Kaski. Maila Pariyar's sons Rajenda, 12, Shobhakar, 7, and daughter Sukmaya, 4, were killed when they were buried inside the house by the landslide. ","Gahate village, Mijuredanda, Kaski district",5km,landslide,downpour,medium,unknown,3.0,,28.22020061,84.17758451999998,Nepal,Gandaki,Gate,2014-04-01 00:00:00
Nepal News,http://www.nepalnews.com/main/index.php/news-archive/2-political/7476-landslide-at-mugling-narayanghat-section-obstructs-prithvi-highway-.html,2010-07-11 23:00:00,"Darechowk(Darechok), Kahare(Khahare) River, Prithvi highway between Mugling and Narayanghat","Landslide that occurred in Kahare River on the Mugling-Narayanghat section of the Prithvi Highway following incessant rain last night has obstructed vehicular movement bringing all means of transportation to the valley to a complete halt since early Sunday morning.  Hundreds of passenger buses and trucks, among others, coming to the valley from various places connecting Chitwan have been stranded on the road due to the blockade since 5 am, informed Mugling police. ","Darechowk(Darechok), Kahare(Khahare) River, Prithvi highway between Mugling and Narayanghat",25km,landslide,downpour,medium,below_road,0.0,,27.81963827,84.46652548,Nepal,Narayani,Narayangarh,2014-04-01 00:00:00
Nyoooz,https://www.nyoooz.com/news/dehradun/776445/landslides-in-garhwal-leave-travellers-stranded-for-hours/,2017-04-06 00:00:00,Rockfall on NH-7 in Gulabkoti,Continuous rain triggers rockfall that closes NH-7 at Gulabkoti,"Gulabkoti, Chamoli, Uttarakhand, India",5km,rock_fall,continuous_rain,small,above_road,0.0,0.0,30.50415824,79.48751263999998,India,Uttaranchal,Joshimath,2017-08-03 13:19:54
The Tribune India,https://www.tribuneindia.com/news/archive/features/two-killed-in-chamoli-landslide-645253,2018-08-30 04:00:00,Farkhet Village Landslide,Landslide devastated home killing 2 and injuring 1,within the Farkhet village north of Ghat,unknown,landslide,unknown,medium,deforested_slope,2.0,1.0,30.27158781,79.44950952,India,Uttaranchal,Langsu,2020-04-06 15:18:42
Himvani,http://www.indianexpress.com/news/two-dead-as-heavy-rains-cause-landslides-in/651713/,2010-07-25 09:00:00,"Kanlog, Shimla, Himachal Pradesh","Two labourers lost their lives and three people were injured at Kanlog in Shimla due to heavy rains on Sunday morning. A temporary hutment made of tin sheets collapsed in an under-construction building resulting in the death of two people. In another incident, 20 persons living in Ruldu Bhatta locality near Lakkar Bazaar had a narrow escape when a deodar tree fell due to landslide and damaged seven houses in the vicinity. Three persons were injured in the incident and were admitted to the IGMC Hospital. Superintendent of Police R M Sharma said, “Five labourers were sleeping when boulders and debris from the hill fell on the hut due to heavy downpour. Two people died on the spot. They all were the natives of the Sirmour district.” The Met department in Shimla stated that the city received 72.3 mm of rain on Sunday morning. Significant rainfall was also received at Kasauli (79 mm), Dharmpur (66 mm), Jubbar Hatti (22 mm), Sandhol (19 mm), Kotkhai (12 mm), Baldwara (7 mm) and Saloni and Ju","Kanlog, Shimla, Himachal Pradesh",5km,landslide,downpour,medium,urban,2.0,,31.0931,77.1675,India,Himachal Pradesh,Simla,2014-04-01 00:00:00
greaterkashmir,http://www.greaterkashmir.com/news/2012/Feb/23/one-way-traffic-on-highway-today-72.asp,2012-02-22 00:00:00,"Ramban district, Srinagar-Jammu Highway (Khooni Nallah, Higni and Panthal)","Srinagar/Jammu, Feb 22: Authorities on Wednesday closed the 300-km-long Srinagar-Jammu Highway for some time in the wake of landslides triggered by heavy rain in Ramban district. Traffic was later restored and only vehicles from Jammu to Srinagar will be allowed on the highway on Thursday. “The highway was closed for vehicular traffic due to fresh landslides at three places en route the highway in Ramban district,” police officials told PTI. Officials said the highway was later restored for traffic. “Although it was officially announced that the highway will remain closed due to landslides and shooting stones at various places on the highway but road was cleared for traffic by removing landslides and stones at Nachilana Pantihal, Khooni Nallah and Seri,” they said.","Ramban district, Srinagar-Jammu Highway (Khooni Nallah, Higni and Panthal)",25km,landslide,downpour,medium,unknown,0.0,,33.241,75.23399999999998,India,Jammu and Kashmir,Chaunkri,2014-04-01 00:00:00
thehimalayantimes,http://www.thehimalayantimes.com/fullstory.asp?filename=6a1Ta5zdo2am8&folder=aHaoamW&Name=Home&dtSiteDate=20080920,2008-09-19 00:00:00,"Siddhartha Highway, near Siddhababa Temple","The landslide occurred in the evening, some 300 meter above the highway has spread some two hundred meter on the road","Siddhartha Highway, near Siddhababa Temple",5km,landslide,downpour,medium,unknown,,,27.72,83.47239999999998,Nepal,Lumbini,Butwal,2014-04-01 00:00:00
Daily Times of Pakistan,http://www.dailytimes.com.pk/default.asp?page=2007/01/06/story_6-1-2007_pg7_5,2007-01-05 00:00:00,"Hallar Bridge, Kotli",killed people on road,"Hallar Bridge, Kotli",50km,landslide,rain,medium,unknown,13.0,,33.5452,73.70619999999998,Pakistan,Azad Kashmir,Kotli,2014-04-01 00:00:00
Earth Times,"http://www.earthtimes.org/articles/show/233413,floods-landslides-leave-38-dead-90-missing-in-western-nepal.html",2008-09-21 00:00:00,Floods and landslides in Western Nepal,the meteorological department said Dhangadhi town in Kanchanpur district recorded over 400 millimeters of rain in a 48 hour period,Western Nepal,250km,landslide,downpour,medium,unknown,,,29.11916258,81.06654395000001,Nepal,Seti,Thuwa,2014-04-01 00:00:00
thehimalayantimes,http://www.thehimalayantimes.com/fullNews.php?headline=Landslide+puts+tourism+destination+at+risk&NewsID=296370,2011-07-21 00:00:00,"north of Pattal Bhumeshwor, situated at Basulinga VDC of Baidati district","BAITADI: A landslide in the north of Pattal Bhumeshwor has put the famous tourism destination situated at Basulinga VDC of Baidati district at risk.  According to local residents, Pattal Bhumeshwor, Shiva Temple and a pond will be in danger if immediate efforts were not made to control the landslide in Siddhanath Community Forest.  The landslide may grow in size if it is not control immediately as trees are being swept away amid incessant rainfall and debris may fall on Bhumeshwor’s side, said Chairman of Siddhanath Community Forest Dan Singh Bista. He said that the landslide has also put the home of former Prime Minister Lokendra Bahadur Chand in jeopardy.  A dirt road to Bijuli and Kundi of the VDC has been blocked by the landslide, said a local resident, Mohan Bahadur Bista. A team of Federation of Community Forest Users had returned after inspecting the landslide. ","north of Pattal Bhumeshwor, situated at Basulinga VDC of Baidati district",unknown,landslide,rain,medium,unknown,0.0,,29.5194,80.46899999999998,Nepal,Mahakali,Baitadi,2014-04-01 00:00:00
ekantipur,http://ekantipur.com/2013/07/14/national/dhankuta-reeling-under-water-crisis/374749.html,2013-07-11 00:00:00,Dhankuta,"The district headquarters is reeling under an acute shortage of drinking water for the past three days after landslides swept away water pipes and damaged tanks set up by the Okmalung Kailani Water Project at Dhankuta -1. Dilkumari Shrestha, a local of Dhankuta -7, said people in her neighbourhood are hit hard as water supply has been irregular in the area for the past one week. Rai said continuous landslides have also affected the efforts to repair the damaged pipeline. He said that it is not possible to resume water supply until the repair works are completed.",Dhankuta,10km,mudslide,continuous_rain,medium,unknown,0.0,,26.9734,87.3412,Nepal,Koshi,Hathikharka,2016-01-08 22:27:27
The Times Of India India,http://timesofindia.indiatimes.com/india/Melting-snow-triggers-landslides-in-Kullu/articleshow/30256340.cms#http://timesofindia.indiatimes.com/india/Melting-snow-triggers-landslides-in-Kullu/articleshow/30256340.cms,2014-02-12 00:00:00,"Siund - Neuli Rd, Neuli Shanshar, Himachal Pradesh 175123","MANALI: The incessant moisture in soil due to melting of snow has triggered landslides in Kullu district, washing away roads and terraced fields. In upper Kullu areas, which are still under white blanket of snow, many apple growers are reporting that snowfall and access moisture has caused damage to trees. ","Siund - Neuli Rd, Neuli Shanshar, Himachal Pradesh 175123",10km,landslide,snowfall_snowmelt,large,unknown,0.0,0.0,31.8246,77.4702,India,Himachal Pradesh,Pulga,2014-08-24 00:00:00
myrepublica,http://www.myrepublica.com/portal/index.php?action=news_details&news_id=33691,2011-07-19 23:00:00,"Prasyang of Pokhara-5 in Kaski district, Pokhara","Mother, daughter killed in mudslide         SANTOSH POKHAREL POKHARA, July 20: Two members of a family were killed in a rain-triggered mudslide at Prasyang of Pokhara-5 in Kaski district on Thuesday night. One person was injured in the mishap.  According to police inspector Sher Bahadur Chand, those killed are Sangita Pariyar, 27, and her daughter Ritika Pariyar, 10 of Nirmalapokhari of the district.   They were killed when the mudslide hit their rented house. The mother and daughter had been living at the house since last year.  House owner Ramesh Pariyar’s 20-year-old son Ranjan Pariyar too was injured due the incident and is undergoing treatment at the local Charak Hospital.    ","Prasyang of Pokhara-5 in Kaski district, Pokhara",unknown,landslide,rain,medium,unknown,2.0,,28.2636,83.97239999999998,Nepal,Gandaki,Gate,2014-04-01 00:00:00
Khurki,http://khurki.net/himachal-manali-keylong-highway/,2017-05-05 00:00:00,Landslide on Manali-Keylong Highway,"Article: "" An avalanche at the Rani nullah and a landslide near the Beas nullah on Friday evening blocked the Manali-Keylong highway, disrupting the traffic movement. Aviral Jain, officer in charge, Border Roads Organisation (BRO), said a landslide near the Beas nullah, about 30 km on the Manali-Rohtang road, blocked the road disrupting the vehicular movement...Meanwhile, high reaches in the Rohtang region are experiencing mild snowfall, while the lower areas are getting rain since the last few days. The sudden surge in day temperature is causing the snow to melt fast, thus triggering avalanche and landslides in the area.""","Manali Sub-District, Kullu, Himachal Pradesh",5km,landslide,snowfall_snowmelt,small,above_road,0.0,0.0,32.34193603,77.22157675000001,India,Himachal Pradesh,Chandra,2017-07-14 13:22:19
himvani,http://www.himvani.com/news/2010/08/21/jeori-ganvi-link-road-blocked-after-massive-landslide/6697/,2010-08-21 00:00:00,"Jeori-Ganvi(?) rd, Kinnuar(Kinnaur) district, Himachal Pradesh","Shimla: Moderate to heavy rainfall lashed many parts of Himachal Pradesh, throwing life out of gear as many road were blocked with landslides and uprooted trees. Disconnecting road communication with five tribal panchayats of Kinnuar district, the Jeori-Ganvi link road was blocked after massive landslides in the area.","Jeori-Ganvi(?) rd, Kinnuar(Kinnaur) district, Himachal Pradesh",25km,landslide,downpour,medium,unknown,0.0,,31.5304,77.77549999999998,India,Himachal Pradesh,Sarahan,2014-04-01 00:00:00
Samaya,http://odishasamaya.com/news/mudslide-killed-3-people-jk,2015-03-15 18:00:00,Haari village of Poonch district,"A 17-year-old Sameena was killed by a mudslide in Surankote area, when she went out to fetch water from a spring in Safadawali village late Sunday, a senior police officer said.",Haari village of Poonch district,25km,mudslide,snowfall_snowmelt,medium,unknown,1.0,0.0,33.6846,74.2453,India,Jammu and Kashmir,Rajpur,2016-06-30 13:45:24
zeenews.india,http://zeenews.india.com/news/himachal-pradesh/landslide-leaves-manali-leh-highway-blocked_799957.html,2012-09-16 00:00:00,"Manali-Leh hwy, Kullu","Kullu: A landslide in Kullu has left the Manali- Leh Highway blocked for more than 14 hours, leaving people stranded amidst chaos and traffic bottlenecks. he Border Road Organization (BRO) started road clearance work late on Saturday.","Manali-Leh hwy, Kullu",50km,landslide,downpour,medium,unknown,,,33.303,77.8876,India,Jammu and Kashmir,Pongnagu,2014-04-01 00:00:00
nepalnews,http://www.nepalnews.com/main/index.php/news-archive/19-general/8587-ghorahi-holeri-road-stretch-remain-obstructed-by-landslide-debris.html,2010-08-22 09:00:00,"Ghorahi-Holeri(?) section of East-West highway(H01), Dang/Rolpa districts, Rapti","Monday, 23 August 2010 11:58   Vehicular movements along the road from Ghorahi of Dang to Holeri of Rolpa remained obstructed for the second consecutive day on Monday as the debris from the landslides have still not been cleared.  Transport services in this busy stretch of the East-West Highway had been closed due to landslides triggered by incessant rainfall since Sunday morning.","Ghorahi-Holeri(?) section of East-West highway(H01), Dang/Rolpa districts, Rapti",50km,landslide,downpour,medium,unknown,0.0,,27.9937,82.48269999999998,Nepal,Rapti,Kattike,2014-04-01 00:00:00
The Himalayan Times,https://thehimalayantimes.com/nepal/landslip-flood-ravage-sanfe-martadi-road-section/,2018-08-15 13:05:20,Bajura Landslides,Landslips throughout the week have caused disruptions along the Sanfe-Martadi Road in at least eight sections., along the Sanfe-Martadi road section in Bajura,10km,landslide,continuous_rain,large,above_road,0.0,0.0,29.35855118,81.34031998,Nepal,Seti,Bajura,2020-05-22 13:05:21
thenews,http://www.thenews.com.pk/TodaysPrintDetail.aspx?ID=29785&Cat=7&dt=2/7/2011,2011-02-06 00:00:00,"Bakote rd(Bakote Circle), Khyber Pakhtunkhwa","A number of link roads including Bakote Road were also blocked.  ...  Monday, February 07, 2011  ABBOTTABAD: Galiyat, Thandiani and adjoining upper areas of Abbottabad received snowfall on Sunday, the second spell in a week’s time.  The snowfall that started in Thandiani, Nathiagalli, Changla-galli and Ayubia around 11 a.m. continued till night. The temperature in Abbottabad dropped due to continuous rain while in the Galiyat it was below the freezing point.  Consumers were hit hard by low gas pressure and the frequent power breakdowns. The Abbottabad- Murree Road was closed for traffic due to the snowfall and landslide. ","Bakote rd(Bakote Circle), Khyber Pakhtunkhwa",10km,landslide,downpour,medium,unknown,0.0,,34.0966,73.4995,Pakistan,Azad Kashmir,Azad Kashmir,2014-04-01 00:00:00
Times of India,http://timesofindia.indiatimes.com/2_soldiers_killed_in_Leh_landslide/articleshow/2626698.cms,2007-12-16 00:00:00,2 Soldiers Killed,landslide occurred in the morning,"Thang Bridge 10 km from Turtuk, Leh, Jammu and Kashmir",25km,landslide,rain,medium,unknown,13.0,6.0,34.93977198,76.83270934,Pakistan,Northern Areas,Chuar,2014-04-01 00:00:00
thehimalayantimes,http://www.thehimalayantimes.com/fullNews.php?headline=Five+killed%E2%80%9A+three+injured+in+Bajhang+mudslide&NewsID=271179,2010-12-30 09:00:00,"Dhalkedanda in Byasi VDC-1, Bajhang","CHAINPUR: At least five persons were killed and another three injured in a mudslide at Dhalkedanda in Byasi VDC-1, Bajhang on Thursday morning. They had gone to fetch sand to build the house of Hari Chandra Pujara. According to District Police Offce (DPO), Bajhang, the deceased have been identified as Chakra Sarki, 45, his son Depak Sarki, 30, Kausalya Sarki, 25 and Kittidevi KC, 32 and her daughter Basanti KC, 13, in Byasi VDC-3 in the district. Manju Sarki, 36, Junu Sarki, 40, and Jasu Sarki, 55, of the same place have been injured in the incident. They are receiving treatment in the local health post, according to Police Inspector Jaya Singh Bista at DPO Bajhang.","Dhalkedanda in Byasi VDC-1, Bajhang",10km,mudslide,downpour,medium,unknown,5.0,,29.7415,81.2467,Nepal,Seti,Dhuli,2014-04-01 00:00:00
thehimalayantimes,http://www.thehimalayantimes.com/fullNews.php?headline=Landslide+halts+traffic+on+East+West+Highway&NewsID=255006,2010-08-23 02:00:00,"East-West highway(H01), Dauune Hill(?), Nawalparasi district ","2010-08-24 12:33 PM  PARASI: The East-West highway was obstructed due to the landslide triggered by the torrential rainfall at Dauune Hill in Nawalparasi since Monday night at 2am.  Due to the landslide passengers heading to and fro along the highway have been stranded. A bull dozer hired from Road division office, Butwal is in the process of removing the debris to clear the road. Nawalparasi police said that one way route would be cleared by 9.","East-West highway(H01), Dauune Hill(?), Nawalparasi district ",10km,landslide,downpour,medium,unknown,0.0,,27.59,83.87999999999998,Nepal,Lumbini,Narayani,2014-04-01 00:00:00
The Olympian,http://www.theolympian.com/2015/05/27/3746897/rhododendron-explorers-from-south.html,2015-05-24 00:00:00,"Bop, Sikkim","Approximately 1200 tourists were stranded. The landslide blocked three switchbacks on the main road. By the evening, that stretch was impassable.","Bop, Sikkim",1km,landslide,unknown,medium,above_road,0.0,0.0,27.6163,88.6586,India,Sikkim,Lachung,2015-06-30 20:57:02
news.xinhuanet,http://news.xinhuanet.com/english/2008-09/22/content_10091705.htm,2008-09-21 00:00:00,Bardiya and Gulmi districts,"monsoon rains occurred for past 2 days, high winds and heavy rains",Bardiya and Gulmi districts,unknown,landslide,downpour,medium,unknown,6.0,,28.51,81.48,Nepal,Bheri,Telpani,2014-04-01 00:00:00
NDTV,http://www.ndtv.com/article/india/jammu-srinagar-highway-closed-after-snowfall-landslides-493755#http://www.ndtv.com/article/india/jammu-srinagar-highway-closed-after-snowfall-landslides-493755,2014-03-10 00:00:00,Jammu and Kashmir,Fresh snowfall and landslides on Monday forced closure of the strategic Jammu-Srinagar highway.  ,Jammu and Kashmir,5km,landslide,snowfall_snowmelt,medium,above_road,0.0,0.0,33.2359,75.24389999999998,India,Jammu and Kashmir,Chaunkri,2014-08-24 00:00:00
eKantipur,http://www.ekantipur.com/2015/08/17/national/kaski-village-at-flood-landslide-risk/409563.html,2015-07-30 00:00:00,Dikhurpokhari VDC,"The filed report of the Soil Conservation and Water Shed Management Office (SCWSM) recorded 25 landslides in Dikhurpokhari VDC. Assistant Soil Conservation Officer Bishnu Prasad Pokharel said 32 houses and several farmlands are at risk in Dikhurpokhari 4, 5, 7 and 9 wards.",Dikhurpokhari VDC,5km,landslide,monsoon,medium,unknown,2.0,0.0,28.2798,83.8494,Nepal,Gandaki,Chanarung,2015-10-28 20:56:52
www.thehindu.com,http://www.thehindu.com/news/national/other-states/landslide-damages-kedarnath-highway-yatra-still-on/article5248031.ece?homepage=true,2013-10-16 18:00:00,"National Highway 109, Uttarakhand","A fresh landslide on Friday morning damaged 350 metre of National Highway 109 to Kedarnath. A 200 metre stretch had already been washed away in a landslide that occurred on Wednesday evening, Rudraprayag District Magistrate Raghav Lavangar told The Hindu. The latest landslip occurred 13 kilometre from Guptkashi towards Sonprayag in Rudraprayag district.Pilgrims and other travellers on the resumed Kedarnath yatra were forced to take a two km detour to re-join the highway. By Friday afternoon around 19 pilgrims and 33 locals had taken the detour to reach Kedarnath. Mr. Lavangar said, ÒThe yatra to the Kedarnath temple is continuing and people are moving to the other side of the damaged highway by a trek route which passes through the Khat village.Ó ÒThere was no rainfall when the landslide occurred on Wednesday evening. However, there was some rainfall today (Friday) morning, Ó he added. Information and Public Relations Director General R. Meenakshi Sundaram said, ÒOn Thursday morning, t","National Highway 109, Uttarakhand",25km,landslide,unknown,medium,unknown,0.0,,30.5345,79.0853,India,Uttaranchal,Gaundar,2014-04-01 00:00:00
The Tribune,http://www.tribuneindia.com/news/himachal/traffic-jams-trigger-fuel-shortage-in-kaza/430765.html,2017-07-03 00:00:00,Landslide blocks Gramphuk-Kaza road,route from Manali side towards Kaza has also been blocked between Gramphu and Kaza at the Dorni Mod for the last two days because of a landslide,"Dorni Mod( ??), Lahul & Spiti, Himachal Pradesh",100km,landslide,unknown,medium,above_road,0.0,0.0,32.30628994,77.52161234,India,Himachal Pradesh,Chandra,2017-07-03 15:17:49
Magalore Today,http://www.mangaloretoday.com/headlines/800-students-stranded-in-landslide-hit-Himachal-s-Chamba-safe-in-a-school-say-officials.html,2018-09-26 03:46:14,Bharmour Landslide,800 students were stranded in the remote Holi area of Bharmour after a landslide hit Himachal's Chamba district.,"Bharmour, Chamba, Himachal Pradesh, 176318",10km,landslide,unknown,large,above_road,,,32.34525044,76.52057023,India,Himachal Pradesh,Dharmsala,2020-06-22 03:46:15
Tribune India,http://www.tribuneindia.com/news/uttarakhand/no-clue-of-gangnani-man-buried-under-landslide/287797.html,2016-08-28 00:00:00,Landslide at Gangnani,1 man was buried under a landslide and the body was not found.,"Gangnani, Uttarakhand, India",1km,landslide,rain,small,above_road,1.0,0.0,30.922325,78.68137899999998,India,Uttaranchal,Purali,2017-07-03 14:32:48
thehindu,http://www.thehindu.com/news/states/other-states/article842627.ece,2010-10-21 23:00:00,"Tikri village(?) near LoC, Uri sector, Baramulla district, Jammu and Kashmir","Three Army personnel, including a captain, who had laid an ambush near the LoC to check infiltration were killed in a landslide triggered by heavy rains in Uri sector of Baramulla district, official sources said today.  The troops of Sikh Light Infantry had laid an ambush at Tikri village near the LoC following information that a group of militants might try to sneak into the Valley last night, the sources said.  As the troops lay in wait for the ultras, a landslide struck the area. A captain and two jawans were buried under the landslide while about 20 other personnel escaped unhurt, the sources said.  The landslide was caused by heavy rains and snowfall in the mountainous reaches of Uri sector since last night.","Tikri village(?) near LoC, Uri sector, Baramulla district, Jammu and Kashmir",25km,landslide,downpour,medium,unknown,3.0,,34.0887,74.0227,India,Jammu and Kashmir,Uri,2014-04-01 00:00:00
thehimalayantimes,http://www.thehimalayantimes.com/fullNews.php?headline=Rain%26sbquo%3B+landslips+wreaking+havoc+in+far+west+region+&NewsID=299542,2011-08-16 00:00:00,"Dadeldhura and Baitadi, Kailali","3 days of heavy rain, dozens of displaced families (2 killed by tree collapse)","Dadeldhura and Baitadi, Kailali",50km,landslide,downpour,medium,unknown,2.0,,29.2027,80.53069999999998,Nepal,Mahakali,Jogbura,2014-04-01 00:00:00
thaindian,http://www.thaindian.com/newsportal/uncategorized/landslides-hit-transportation-of-apple-crop-in-himachal-pradesh_10085625.html,2008-08-17 00:00:00,Shimla district,blocked road and prevented apple growers from getting their produce to markets,Shimla district,25km,landslide,rain,medium,unknown,,,31.1,77.15999999999998,India,Himachal Pradesh,Simla,2014-04-01 00:00:00
The Economic Times,http://economictimes.indiatimes.com/news/politics-and-nation/another-landslip-occurs-in-darjeeling-even-as-people-return-home-from-relief-shelters/articleshow/47945060.cms,2015-07-04 18:00:00,near Kalijhora,Another landslip occurred in Darjeeling district even as people are returning home from relief camps where they had taken shelter following landslides since July 1 which claimed lives of 40 people. The landslip occurred near Kalijhora last evening but there was no house in that spot and no casualty or injury was reported.,near Kalijhora,1km,landslide,unknown,small,natural_slope,0.0,0.0,26.9282,88.45529999999998,India,West Bengal,Shaugaon,2015-07-06 15:45:12
myrepublica,http://www.myrepublica.com/portal/index.php?action=news_details&news_id=8836,2009-08-18 13:00:00,"Takti,(near Chukha) along Phuentsholing-Thimphu highway ","A massive landslide yesterday around 1 pm at Takti, on the Phuentsholing-Thimphu highway, killed a Dantak site supervisor on the spot and swept away a tipper truck with its driver and assistant.","Takti,(near Chukha) along Phuentsholing-Thimphu highway ",5km,landslide,downpour,medium,unknown,1.0,,27.044,89.57439999999998,Bhutan,Chhukha,Chhukha,2014-04-01 00:00:00
dailyindia,http://www.dailyindia.com/show/230211.php/J-and-K-Highway-blocked-due-to-landslides,2008-04-05 00:00:00,"Panthial, 170 kilometres from Jammu, Jammu-Srinagar highway",multiple slides along highway,"Panthial, 170 kilometres from Jammu, Jammu-Srinagar highway",50km,landslide,rain,medium,unknown,,,33.9337,74.9985,India,Jammu and Kashmir,Awantipura,2014-04-01 00:00:00
Geo Television Network,http://www.geo.tv/2-9-2010/58906.htm,2010-02-09 00:00:00,"Kohala area (?), Muzaffarabad","Dozens of houses were demolished and a boy died as incessant rains and landslides continued to devastated several areas of Muzaffarabad. The fast-flowing floodwater is passing through Kohala area, which is likely to fall into Mangla Lake anytime during the night. A breach (band) of the Zalzal Lake constructed after Oct 8 earthquake over landslides and rains was broken due to water pressure. The flood has badly affected some 30 houses and shops located on both sides of River Jehlum. Landslides have demolished dozens of homes and flood inundated several areas, Assistant Commissioner Batian Bala Raja Shahid Hamid confirmed.","Kohala area (?), Muzaffarabad",25km,landslide,continuous_rain,medium,unknown,1.0,,34.0952,73.4942,Pakistan,North-West Frontier,Azad Kashmir,2014-09-15 16:45:27
ekantipur,http://kathmandupost.ekantipur.com/news/2016-09-16/syaphrubesi-rasuwagadhi-road-blocked-by-rockslide.html,2016-09-11 00:00:00,Syaphrubesi-Rasuwagadhi road at Ling Ling,Around 150 Kathmandu-bound goods containers have been stranded at Nepal-China border point of Rasuwagadhi for the last five days after a rockslide blocked the Syaphrubesi-Rasuwagadhi road section.,Syaphrubesi-Rasuwagadhi road at Ling Ling,1km,rock_fall,unknown,medium,above_road,0.0,0.0,28.2183,85.35729999999998,Nepal,Bagmati,Syaburbensi,2016-09-28 17:42:15
indiLeak,http://www.indileak.com/landslide-halts-amarnath-yatra-on-baltal-route/,2015-07-21 00:00:00,Kullan,"A senior police official said, “owing to landslide debris at Razin and Kulan on the Srinagar-Leh highway that leads to the Baltal base camp, the onward movement of yatra has been stopped.”",Kullan,5km,landslide,continuous_rain,medium,above_road,0.0,0.0,34.2689,75.1495,India,Jammu and Kashmir,Kulan,2015-07-21 15:57:23
The Times of India,https://timesofindia.indiatimes.com/india/jawan-killed-officer-injured-as-landslide-hits-army-patrol-team-in-jammu-and-kashmir/articleshow/64420362.cms,2018-06-01 00:00:00,Uri Landslide Kills Jawan and Injures Army Officer,"An Army jawan was killed and an officer injured on Friday when a patrol party was hit by a landslide near the Line of Control in Jammu and Kashmir's Uri sector, an official said. The patrol party was hit by a landslide in Uri Sector this afternoon, resulting in some personnel getting trapped. One jawan died, and a Major-rank officer was injured.","Uri Sector, Jammu and Kashmir",1km,landslide,unknown,unknown,unknown,1.0,1.0,34.08327655,74.03228332,India,Jammu and Kashmir,Uri,2018-06-02 16:09:36
